ID,stacktrace,original_label,label_generated,,,,
186,"[{'exception': 'java.lang.NullPointerException', 'message': None, 'frames': [{'function': 'com.netbeans.editor.ExtUI.settingsChanged', 'file': 'ExtUI.java', 'fileline': 262, 'depth': 0}, {'function': 'com.netbeans.editor.ExtUI.<init>', 'file': 'ExtUI.java', 'fileline': 186, 'depth': 1}, {'function': 'com.netbeans.editor.BaseDocument.print', 'file': 'BaseDocument.java', 'fileline': 653, 'depth': 2}, {'function': 'com.netbeans.developer.modules.text.PrintSupport.createPrintIterators', 'file': 'PrintSupport.java', 'fileline': 50, 'depth': 3}, {'function': 'com.netbeans.developer.modules.text.NbEditorDocument.createPrintIterators', 'file': 'NbEditorDocument.java', 'fileline': 74, 'depth': 4}, {'function': 'org.openide.text.DefaultPrintable.getIterators', 'file': 'DefaultPrintable.java', 'fileline': 474, 'depth': 5}, {'function': 'org.openide.text.DefaultPrintable.<init>', 'file': 'DefaultPrintable.java', 'fileline': 138, 'depth': 6}, {'function': 'org.openide.text.NbDocument.findPageable', 'file': 'NbDocument.java', 'fileline': 330, 'depth': 7}, {'function': 'org.openide.text.EditorSupport.print', 'file': 'EditorSupport.java', 'fileline': 606, 'depth': 8}, {'function': 'org.openide.actions.PrintAction$1.run', 'file': 'PrintAction.java', 'fileline': 46, 'depth': 9}], 'nested': []}]", nullpointerexception, nullpointerexception,,,,
187,"[{'exception': 'java.io.IOException', 'message': 'File UsersGuideSeparator[javax-swing-JSeparator].instance already exists in ./system.', 'frames': [{'function': 'org.openide.filesystems.LocalFileSystem.createData', 'file': 'LocalFileSystem.java', 'fileline': 210, 'depth': 0}, {'function': 'org.openide.filesystems.AbstractFileObject.createData', 'file': 'AbstractFileObject.java', 'fileline': 372, 'depth': 1}, {'function': 'org.openide.loaders.InstanceDataObject.create', 'file': 'InstanceDataObject.java', 'fileline': 89, 'depth': 2}, {'function': 'com.netbeans.developer.modules.usersguide.UGModule.installInstance', 'file': 'UGModule.java', 'fileline': 49, 'depth': 3}, {'function': 'com.netbeans.developer.modules.usersguide.UGModule.installed', 'file': 'UGModule.java', 'fileline': 19, 'depth': 4}, {'function': 'com.netbeans.developer.impl.ModuleItem.installCode', 'file': 'ModuleItem.java', 'fileline': 202, 'depth': 5}, {'function': 'com.netbeans.developer.impl.ModuleInstaller.autoLoadModules', 'file': 'ModuleInstaller.java', 'fileline': 256, 'depth': 6}, {'function': 'com.netbeans.developer.impl.Main.main', 'file': 'Main.java', 'fileline': 618, 'depth': 7}, {'function': 'com.netbeans.developer.Main.main', 'file': 'Main.java', 'fileline': 28, 'depth': 8}], 'nested': []}]", ioexception,exceptionininitializererror ioexception,,,,
188,"[{'exception': 'java.lang.NullPointerException', 'message': None, 'frames': [{'function': 'com.netbeans.developer.modules.loaders.form.FormPropertyEditor.<init>', 'file': 'FormPropertyEditor.java', 'fileline': 51, 'depth': 0}, {'function': 'com.netbeans.developer.modules.loaders.form.RADComponent$RADPropertyImpl.getPropertyEditor', 'file': 'RADComponent.java', 'fileline': 645, 'depth': 1}, {'function': 'org.openide.explorer.propertysheet.PropertyDetails.getNewPropertyEditor', 'file': 'PropertyDetails.java', 'fileline': 266, 'depth': 2}, {'function': 'org.openide.explorer.propertysheet.PropertyDetails.getPropertyEditor', 'file': 'PropertyDetails.java', 'fileline': 246, 'depth': 3}, {'function': 'org.openide.explorer.propertysheet.PropertyDetails.canWrite', 'file': 'PropertyDetails.java', 'fileline': 344, 'depth': 4}, {'function': 'org.openide.explorer.propertysheet.PropertyDetails.canWrite', 'file': 'PropertyDetails.java', 'fileline': 335, 'depth': 5}, {'function': 'org.openide.explorer.propertysheet.PropertySheet.refreshTab', 'file': 'PropertySheet.java', 'fileline': 725, 'depth': 6}], 'nested': []}]", nullpointerexception, nullpointerexception,,,,
189,"[{'exception': 'java.lang.NullPointerException', 'message': 'at com.netbeans.editor.BaseCaret$2.run(BaseCaret.java:653)', 'frames': [{'function': 'com.netbeans.editor.BaseCaret$2.run', 'file': 'BaseCaret.java', 'fileline': 653, 'depth': 0}, {'function': 'javax.swing.SystemEventQueueUtilities.processRunnableEvent', 'file': 'SystemEventQueueUtilities.java', 'fileline': 366, 'depth': 1}, {'function': 'javax.swing.SystemEventQueueUtilities.access$0', 'file': 'SystemEventQueueUtilities.java', 'fileline': 362, 'depth': 2}, {'function': 'javax.swing.SystemEventQueueUtilities$RunnableTarget.processEvent', 'file': 'SystemEventQueueUtilities.java', 'fileline': 403, 'depth': 3}, {'function': 'java.awt.Component.dispatchEventImpl', 'file': 'Component.java', 'fileline': 2394, 'depth': 4}, {'function': 'java.awt.Component.dispatchEvent', 'file': 'Component.java', 'fileline': 2307, 'depth': 5}, {'function': 'java.awt.EventQueue.dispatchEvent', 'file': 'EventQueue.java', 'fileline': 287, 'depth': 6}, {'function': 'java.awt.EventDispatchThread.pumpOneEvent', 'file': 'EventDispatchThread.java', 'fileline': 101, 'depth': 7}], 'nested': []}]", nullpointerexception, nullpointerexception,,,,
190,"[{'exception': 'java.lang.NullPointerException', 'message': 'at java.io.Writer.write(Writer.java:130)', 'frames': [{'function': 'java.io.Writer.write', 'file': 'Writer.java', 'fileline': 130, 'depth': 0}, {'function': 'com.netbeans.developer.modules.loaders.form.JavaCodeGenerator.generatePropertySetter', 'file': 'JavaCodeGenerator.java', 'fileline': 352, 'depth': 1}, {'function': 'com.netbeans.developer.modules.loaders.form.JavaCodeGenerator.generateComponentInit', 'file': 'JavaCodeGenerator.java', 'fileline': 295, 'depth': 2}, {'function': 'com.netbeans.developer.modules.loaders.form.JavaCodeGenerator.addInitCode', 'file': 'JavaCodeGenerator.java', 'fileline': 234, 'depth': 3}, {'function': 'com.netbeans.developer.modules.loaders.form.JavaCodeGenerator.addInitCode', 'file': 'JavaCodeGenerator.java', 'fileline': 257, 'depth': 4}, {'function': 'com.netbeans.developer.modules.loaders.form.JavaCodeGenerator.addInitCode', 'file': 'JavaCodeGenerator.java', 'fileline': 242, 'depth': 5}, {'function': 'com.netbeans.developer.modules.loaders.form.JavaCodeGenerator.regenerateInitializer', 'file': 'JavaCodeGenerator.java', 'fileline': 142, 'depth': 6}, {'function': 'com.netbeans.developer.modules.loaders.form.JavaCodeGenerator.access$1', 'file': 'JavaCodeGenerator.java', 'fileline': 128, 'depth': 7}, {'function': 'com.netbeans.developer.modules.loaders.form.JavaCodeGenerator$JCGFormListener.propertyChanged', 'file': 'JavaCodeGenerator.java', 'fileline': 796, 'depth': 8}, {'function': 'com.netbeans.developer.modules.loaders.form.FormManager2.firePropertyChanged', 'file': 'FormManager2.java', 'fileline': 449, 'depth': 9}, {'function': 'com.netbeans.developer.modules.loaders.form.RADComponent$RADPropertyImpl.setValue', 'file': 'RADComponent.java', 'fileline': 598, 'depth': 10}, {'function': 'org.openide.explorer.propertysheet.PropertyDetails.setPropertyValue', 'file': 'PropertyDetails.java', 'fileline': 186, 'depth': 11}, {'function': 'org.openide.explorer.propertysheet.PropertyDisplayer.setPropertyValue', 'file': 'PropertyDisplayer.java', 'fileline': 352, 'depth': 12}, {'function': 'org.openide.explorer.propertysheet.PropertyDialogManager.doButtonPressed', 'file': 'PropertyDialogManager.java', 'fileline': 222, 'depth': 13}, {'function': 'org.openide.explorer.propertysheet.PropertyDialogManager.access$0', 'file': 'PropertyDialogManager.java', 'fileline': 209, 'depth': 14}, {'function': 'org.openide.explorer.propertysheet.PropertyDialogManager$1.actionPerformed', 'file': 'PropertyDialogManager.java', 'fileline': 141, 'depth': 15}], 'nested': []}]", nullpointerexception, nullpointerexception,,,,
191,"[{'exception': 'java.lang.NullPointerException', 'message': 'at java.io.Writer.write(Writer.java:130)', 'frames': [{'function': 'java.io.Writer.write', 'file': 'Writer.java', 'fileline': 130, 'depth': 0}, {'function': 'com.netbeans.developer.modules.loaders.form.JavaCodeGenerator.generatePropertySetter', 'file': 'JavaCodeGenerator.java', 'fileline': 352, 'depth': 1}, {'function': 'com.netbeans.developer.modules.loaders.form.JavaCodeGenerator.generateComponentInit', 'file': 'JavaCodeGenerator.java', 'fileline': 295, 'depth': 2}, {'function': 'com.netbeans.developer.modules.loaders.form.JavaCodeGenerator.addInitCode', 'file': 'JavaCodeGenerator.java', 'fileline': 234, 'depth': 3}, {'function': 'com.netbeans.developer.modules.loaders.form.JavaCodeGenerator.addInitCode', 'file': 'JavaCodeGenerator.java', 'fileline': 242, 'depth': 4}, {'function': 'com.netbeans.developer.modules.loaders.form.JavaCodeGenerator.regenerateInitializer', 'file': 'JavaCodeGenerator.java', 'fileline': 142, 'depth': 5}, {'function': 'com.netbeans.developer.modules.loaders.form.JavaCodeGenerator.access$1', 'file': 'JavaCodeGenerator.java', 'fileline': 128, 'depth': 6}, {'function': 'com.netbeans.developer.modules.loaders.form.JavaCodeGenerator$JCGFormListener.formLoaded', 'file': 'JavaCodeGenerator.java', 'fileline': 742, 'depth': 7}, {'function': 'com.netbeans.developer.modules.loaders.form.FormManager2.fireFormLoaded', 'file': 'FormManager2.java', 'fileline': 385, 'depth': 8}, {'function': 'com.netbeans.developer.modules.loaders.form.FormManager2.initialize', 'file': 'FormManager2.java', 'fileline': 191, 'depth': 9}, {'function': 'com.netbeans.developer.modules.loaders.form.FormEditorSupport.loadForm', 'file': 'FormEditorSupport.java', 'fileline': 147, 'depth': 10}, {'function': 'com.netbeans.developer.modules.loaders.form.FormEditorSupport.open', 'file': 'FormEditorSupport.java', 'fileline': 68, 'depth': 11}, {'function': 'org.openide.actions.OpenAction$1.run', 'file': 'OpenAction.java', 'fileline': 83, 'depth': 12}, {'function': 'org.openide.util.Task.run', 'file': 'Task.java', 'fileline': 125, 'depth': 13}, {'function': 'org.openide.util.RequestProcessor$ProcessorThread.run', 'file': 'RequestProcessor.java', 'fileline': 379, 'depth': 14}], 'nested': []}]", nullpointerexception, nullpointerexception,,,,
192,"[{'exception': 'java.lang.Error', 'message': 'Token `/n` contains wrong character `/n`. State: begInd=15, curInd=16, stopInd=16, state=ISI_VALUE', 'frames': [{'function': 'com.netbeans.editor.Syntax.checkTokenText', 'file': 'Syntax.java', 'fileline': 766, 'depth': 0}, {'function': 'com.netbeans.editor.Syntax.scan', 'file': 'Syntax.java', 'fileline': 362, 'depth': 1}, {'function': 'com.netbeans.editor.Drawer.draw', 'file': 'Drawer.java', 'fileline': 270, 'depth': 2}, {'function': 'com.netbeans.editor.LeafView.paintAreas', 'file': 'LeafView.java', 'fileline': 161, 'depth': 3}, {'function': 'com.netbeans.editor.BaseView.paint', 'file': 'BaseView.java', 'fileline': 132, 'depth': 4}, {'function': 'com.netbeans.editor.BaseTextUI$RootView.paint', 'file': 'BaseTextUI.java', 'fileline': 763, 'depth': 5}, {'function': 'com.netbeans.editor.BaseTextUI.paintRegion', 'file': 'BaseTextUI.java', 'fileline': 342, 'depth': 6}, {'function': 'com.netbeans.editor.ExtUI.paint', 'file': 'ExtUI.java', 'fileline': 779, 'depth': 7}, {'function': 'com.netbeans.editor.BaseTextUI.paint', 'file': 'BaseTextUI.java', 'fileline': 321, 'depth': 8}, {'function': 'javax.swing.plaf.ComponentUI.update', 'file': 'ComponentUI.java', 'fileline': 43, 'depth': 9}, {'function': 'javax.swing.JComponent.paintComponent', 'file': 'JComponent.java', 'fileline': 324, 'depth': 10}, {'function': 'javax.swing.JComponent.paint', 'file': 'JComponent.java', 'fileline': 547, 'depth': 11}, {'function': 'javax.swing.JComponent.paintChildren', 'file': 'JComponent.java', 'fileline': 388, 'depth': 12}, {'function': 'javax.swing.JComponent.paint', 'file': 'JComponent.java', 'fileline': 550, 'depth': 13}, {'function': 'javax.swing.JViewport.paint', 'file': 'JViewport.java', 'fileline': 324, 'depth': 14}, {'function': 'javax.swing.JComponent.paintWithBuffer', 'file': 'JComponent.java', 'fileline': 3510, 'depth': 15}, {'function': 'javax.swing.JComponent._paintImmediately', 'file': 'JComponent.java', 'fileline': 3472, 'depth': 16}, {'function': 'javax.swing.JComponent.paintImmediately', 'file': 'JComponent.java', 'fileline': 3356, 'depth': 17}, {'function': 'javax.swing.RepaintManager.paintDirtyRegions', 'file': 'RepaintManager.java', 'fileline': 366, 'depth': 18}, {'function': 'javax.swing.SystemEventQueueUtilities$ComponentWorkRequest.run', 'file': 'SystemEventQueueUtilities.java', 'fileline': 185, 'depth': 19}, {'function': 'javax.swing.SystemEventQueueUtilities.processRunnableEvent', 'file': 'SystemEventQueueUtilities.java', 'fileline': 354, 'depth': 20}, {'function': 'javax.swing.SystemEventQueueUtilities.access$0', 'file': 'SystemEventQueueUtilities.java', 'fileline': 350, 'depth': 21}, {'function': 'javax.swing.SystemEventQueueUtilities$RunnableTarget.processEvent', 'file': 'SystemEventQueueUtilities.java', 'fileline': 391, 'depth': 22}], 'nested': []}]",nullpointerexception, ,,,,
193,"[{'exception': 'java.lang.ClassNotFoundException', 'message': 'com/klg/jclass/swing/JCTreeExplorer', 'frames': [{'function': 'org.openide.loaders.InstanceSupport.instanceCreate', 'file': 'InstanceSupport.java', 'fileline': 173, 'depth': 0}, {'function': 'org.openide.actions.CustomizeBeanAction.customize', 'file': 'CustomizeBeanAction.java', 'fileline': 106, 'depth': 1}, {'function': 'org.openide.actions.CustomizeBeanAction$1.run', 'file': 'CustomizeBeanAction.java', 'fileline': 53, 'depth': 2}, {'function': 'org.openide.util.Task.run', 'file': 'Task.java', 'fileline': 125, 'depth': 3}, {'function': 'org.openide.util.RequestProcessor$ProcessorThread.run', 'file': 'RequestProcessor.java', 'fileline': 379, 'depth': 4}], 'nested': []}]", classnotfoundexception, illegalargumentexception,,,,
194,"[{'exception': 'java.io.StreamCorruptedException', 'message': 'Caught EOFException while reading the stream header', 'frames': [{'function': 'java.io.ObjectInputStream.readStreamHeader', 'file': 'ObjectInputStream.java', 'fileline': 727, 'depth': 0}, {'function': 'java.io.ObjectInputStream.<init>', 'file': 'ObjectInputStream.java', 'fileline': 165, 'depth': 1}, {'function': 'org.openide.loaders.InstanceSupport$1$OIS.<init>', 'file': 'InstanceSupport.java', 'fileline': 372, 'depth': 2}, {'function': 'org.openide.loaders.InstanceSupport.readClass', 'file': 'InstanceSupport.java', 'fileline': 383, 'depth': 3}, {'function': 'org.openide.loaders.InstanceSupport.instanceClass', 'file': 'InstanceSupport.java', 'fileline': 104, 'depth': 4}, {'function': 'com.netbeans.developer.modules.loaders.clazz.ClassDataObject.initCookies', 'file': 'ClassDataObject.java', 'fileline': 103, 'depth': 5}, {'function': 'com.netbeans.developer.modules.loaders.clazz.ClassDataObject.getCookie', 'file': 'ClassDataObject.java', 'fileline': 122, 'depth': 6}, {'function': 'com.netbeans.developer.modules.loaders.clazz.ClassDataNode.initialize', 'file': 'ClassDataNode.java', 'fileline': 102, 'depth': 7}, {'function': 'com.netbeans.developer.modules.loaders.clazz.ClassDataNode.<init>', 'file': 'ClassDataNode.java', 'fileline': 87, 'depth': 8}, {'function': 'com.netbeans.developer.modules.loaders.clazz.SerDataNode.<init>', 'file': 'SerDataNode.java', 'fileline': 48, 'depth': 9}, {'function': 'com.netbeans.developer.modules.loaders.clazz.SerDataObject.createNodeDelegate', 'file': 'SerDataObject.java', 'fileline': 58, 'depth': 10}, {'function': 'org.openide.loaders.DataObject.getNodeDelegate', 'file': 'DataObject.java', 'fileline': 231, 'depth': 11}, {'function': 'org.openide.loaders.DataObject.getClonedNodeDelegate', 'file': 'DataObject.java', 'fileline': 245, 'depth': 12}, {'function': 'org.openide.loaders.FolderChildren.createNodes', 'file': 'FolderChildren.java', 'fileline': 113, 'depth': 13}, {'function': 'org.openide.nodes.Children$1$Updator.run', 'file': 'Children.java', 'fileline': 1209, 'depth': 14}, {'function': 'org.openide.util.Mutex.doEvent', 'file': 'Mutex.java', 'fileline': 455, 'depth': 15}, {'function': 'org.openide.util.Mutex.writeAccess', 'file': 'Mutex.java', 'fileline': 240, 'depth': 16}, {'function': 'org.openide.nodes.Children$Keys.setKeys', 'file': 'Children.java', 'fileline': 1302, 'depth': 17}, {'function': 'org.openide.loaders.FolderChildren.refreshChildren', 'file': 'FolderChildren.java', 'fileline': 98, 'depth': 18}, {'function': 'org.openide.loaders.FolderChildren.propertyChange', 'file': 'FolderChildren.java', 'fileline': 64, 'depth': 19}, {'function': 'org.openide.util.WeakListener$PropertyChange.propertyChange', 'file': 'WeakListener.java', 'fileline': 122, 'depth': 20}, {'function': 'java.beans.PropertyChangeSupport.firePropertyChange', 'file': 'PropertyChangeSupport.java', 'fileline': 156, 'depth': 21}, {'function': 'org.openide.loaders.DataObject.firePropertyChange', 'file': 'DataObject.java', 'fileline': 682, 'depth': 22}], 'nested': []}]", streamcorruptedexception eofexception, streamcorruptedexception,,,,
195,"[{'exception': 'java.lang.NullPointerException', 'message': 'at org.openide.explorer.ExplorerManager.getPathTo(ExplorerManager.java:3 36)', 'frames': [{'function': 'org.openide.explorer.ExplorerManager.getPathTo', 'file': 'ExplorerManager.java', 'fileline': 336, 'depth': 0}, {'function': 'org.openide.explorer.ExplorerManager.setSelectedNodes', 'file': 'ExplorerManager.java', 'fileline': 169, 'depth': 1}, {'function': 'com.netbeans.developer.modules.loaders.form.FormEditor$ComponentInspector.setSelectedNodes', 'file': 'FormEditor.java', 'fileline': 477, 'depth': 2}, {'function': 'com.netbeans.developer.modules.loaders.form.FormManager2.selectComponent', 'file': 'FormManager2.java', 'fileline': 1562, 'depth': 3}, {'function': 'com.netbeans.developer.modules.loaders.form.FormManager2$ManagerMouseAdapter.mousePressed', 'file': 'FormManager2.java', 'fileline': 986, 'depth': 4}, {'function': 'com.netbeans.developer.modules.loaders.form.FormManager2$MouseProcessor.mousePressed', 'file': 'FormManager2.java', 'fileline': 761, 'depth': 5}, {'function': 'com.netbeans.developer.modules.loaders.form.LightweightLayer$1.mousePressed', 'file': 'LightweightLayer.java', 'fileline': 47, 'depth': 6}, {'function': 'java.awt.Component.processMouseEvent', 'file': 'Component.java', 'fileline': 3123, 'depth': 7}, {'function': 'java.awt.Component.processEvent', 'file': 'Component.java', 'fileline': 2965, 'depth': 8}, {'function': 'java.awt.Component.dispatchEventImpl', 'file': 'Component.java', 'fileline': 2376, 'depth': 9}, {'function': 'java.awt.Component.dispatchEvent', 'file': 'Component.java', 'fileline': 2289, 'depth': 10}, {'function': 'java.awt.LightweightDispatcher.retargetMouseEvent', 'file': 'Container.java', 'fileline': 1944, 'depth': 11}, {'function': 'java.awt.LightweightDispatcher.processMouseEvent', 'file': 'Container.java', 'fileline': 1726, 'depth': 12}, {'function': 'java.awt.LightweightDispatcher.dispatchEvent', 'file': 'Container.java', 'fileline': 1645, 'depth': 13}, {'function': 'java.awt.Container.dispatchEventImpl', 'file': 'Container.java', 'fileline': 1019, 'depth': 14}, {'function': 'java.awt.Window.dispatchEventImpl', 'file': 'Window.java', 'fileline': 714, 'depth': 15}, {'function': 'java.awt.Component.dispatchEvent', 'file': 'Component.java', 'fileline': 2289, 'depth': 16}, {'function': 'java.awt.EventQueue.dispatchEvent', 'file': 'EventQueue.java', 'fileline': 258, 'depth': 17}, {'function': 'java.awt.EventDispatchThread.run', 'file': 'EventDispatchThread.java', 'fileline': 68, 'depth': 18}], 'nested': []}]", nullpointerexception, nullpointerexception,,,,
196,"[{'exception': 'java.lang.IllegalArgumentException', 'message': '0 AJApplet = AJApplet 1 AJApplet = AJApplet 2 AJDialog = AJApplet 3 AJFrame = AJDialog 4 AJFrame_GB = AJFrame 5 --- = AJFrame_GB', 'frames': [{'function': 'org.openide.nodes.NodeOp.computePermutation', 'file': 'NodeOp.java', 'fileline': 302, 'depth': 0}, {'function': 'org.openide.nodes.Children$1$Updator.run', 'file': 'Children.java', 'fileline': 1258, 'depth': 1}, {'function': 'org.openide.util.Mutex.doEvent', 'file': 'Mutex.java', 'fileline': 455, 'depth': 2}, {'function': 'org.openide.util.Mutex.writeAccess', 'file': 'Mutex.java', 'fileline': 240, 'depth': 3}, {'function': 'org.openide.nodes.Children$Keys.setKeys', 'file': 'Children.java', 'fileline': 1302, 'depth': 4}, {'function': 'org.openide.nodes.Children$Keys.setKeys', 'file': 'Children.java', 'fileline': 1311, 'depth': 5}, {'function': 'org.openide.nodes.FilterNode$Children.updateKeys', 'file': 'FilterNode.java', 'fileline': 703, 'depth': 6}, {'function': 'org.openide.nodes.FilterNode$Children.filterChildrenAdded', 'file': 'FilterNode.java', 'fileline': 674, 'depth': 7}, {'function': 'org.openide.nodes.FilterNode$ChildrenAdapter.childrenAdded', 'file': 'FilterNode.java', 'fileline': 741, 'depth': 8}, {'function': 'org.openide.nodes.Node.fireSubNodesChange', 'file': 'Node.java', 'fileline': 495, 'depth': 9}, {'function': 'org.openide.nodes.Children$2.run', 'file': 'Children.java', 'fileline': 239, 'depth': 10}, {'function': 'org.openide.util.Mutex.doEvent', 'file': 'Mutex.java', 'fileline': 455, 'depth': 11}, {'function': 'org.openide.util.Mutex.writeAccess', 'file': 'Mutex.java', 'fileline': 240, 'depth': 12}, {'function': 'org.openide.nodes.Children.add', 'file': 'Children.java', 'fileline': 183, 'depth': 13}, {'function': 'org.openide.nodes.Children$1$Updator.run', 'file': 'Children.java', 'fileline': 1269, 'depth': 14}, {'function': 'org.openide.util.Mutex.doEvent', 'file': 'Mutex.java', 'fileline': 455, 'depth': 15}, {'function': 'org.openide.util.Mutex.writeAccess', 'file': 'Mutex.java', 'fileline': 240, 'depth': 16}, {'function': 'org.openide.nodes.Children$Keys.setKeys', 'file': 'Children.java', 'fileline': 1302, 'depth': 17}, {'function': 'org.openide.loaders.FolderChildren.refreshChildren', 'file': 'FolderChildren.java', 'fileline': 98, 'depth': 18}, {'function': 'org.openide.loaders.FolderChildren.propertyChange', 'file': 'FolderChildren.java', 'fileline': 64, 'depth': 19}, {'function': 'org.openide.util.WeakListener$PropertyChange.propertyChange', 'file': 'WeakListener.java', 'fileline': 122, 'depth': 20}], 'nested': []}]", illegalargumentexception, illegalargumentexception,,,,
197,"[{'exception': 'java.lang.NullPointerException', 'message': None, 'frames': [{'function': 'com.netbeans.editor.BaseCaret.setVisibleImpl', 'file': 'BaseCaret.java', 'fileline': 469, 'depth': 0}, {'function': 'com.netbeans.editor.BaseCaret$1.run', 'file': 'BaseCaret.java', 'fileline': 485, 'depth': 1}, {'function': 'javax.swing.SystemEventQueueUtilities.processRunnableEvent', 'file': 'SystemEventQueueUtilities.java', 'fileline': 366, 'depth': 2}, {'function': 'javax.swing.SystemEventQueueUtilities.access$0', 'file': 'SystemEventQueueUtilities.java', 'fileline': 362, 'depth': 3}, {'function': 'javax.swing.SystemEventQueueUtilities$RunnableTarget.processEvent', 'file': 'SystemEventQueueUtilities.java', 'fileline': 403, 'depth': 4}, {'function': 'java.awt.Component.dispatchEventImpl', 'file': 'Component.java', 'fileline': 2394, 'depth': 5}, {'function': 'java.awt.Component.dispatchEvent', 'file': 'Component.java', 'fileline': 2307, 'depth': 6}], 'nested': []}]", nullpointerexception, nullpointerexception,,,,
198,"[{'exception': 'java.lang.NullPointerException', 'message': 'at com.netbeans.developer.modules.loaders.form.RADConnectionPropertyEditor.getCustomEditor(RADConnectionPropertyEditor.java:89)', 'frames': [{'function': 'com.netbeans.developer.modules.loaders.form.RADConnectionPropertyEditor.getCustomEditor', 'file': 'RADConnectionPropertyEditor.java', 'fileline': 89, 'depth': 0}, {'function': 'com.netbeans.developer.modules.loaders.form.FormCustomEditor.<init>', 'file': 'FormCustomEditor.java', 'fileline': 64, 'depth': 1}, {'function': 'com.netbeans.developer.modules.loaders.form.FormPropertyEditor.getCustomEditor', 'file': 'FormPropertyEditor.java', 'fileline': 217, 'depth': 2}, {'function': 'org.openide.explorer.propertysheet.PropertyDetails.getPropertyCustomEditor', 'file': 'PropertyDetails.java', 'fileline': 464, 'depth': 3}, {'function': 'org.openide.explorer.propertysheet.PropertyDisplayer$9.sheetButtonClicked', 'file': 'PropertyDisplayer.java', 'fileline': 703, 'depth': 4}, {'function': 'org.openide.explorer.propertysheet.SheetButton.notifySheetButtonListenersAboutClick', 'file': 'SheetButton.java', 'fileline': 387, 'depth': 5}, {'function': 'org.openide.explorer.propertysheet.SheetButton.mouseReleased', 'file': 'SheetButton.java', 'fileline': 457, 'depth': 6}, {'function': 'java.awt.Component.processMouseEvent', 'file': 'Component.java', 'fileline': 3126, 'depth': 7}, {'function': 'java.awt.Component.processEvent', 'file': 'Component.java', 'fileline': 2965, 'depth': 8}, {'function': 'java.awt.Container.processEvent', 'file': 'Container.java', 'fileline': 987, 'depth': 9}, {'function': 'java.awt.Component.dispatchEventImpl', 'file': 'Component.java', 'fileline': 2376, 'depth': 10}, {'function': 'java.awt.Container.dispatchEventImpl', 'file': 'Container.java', 'fileline': 1032, 'depth': 11}, {'function': 'java.awt.Component.dispatchEvent', 'file': 'Component.java', 'fileline': 2289, 'depth': 12}, {'function': 'java.awt.LightweightDispatcher.retargetMouseEvent', 'file': 'Container.java', 'fileline': 1944, 'depth': 13}, {'function': 'java.awt.LightweightDispatcher.processMouseEvent', 'file': 'Container.java', 'fileline': 1732, 'depth': 14}, {'function': 'java.awt.LightweightDispatcher.dispatchEvent', 'file': 'Container.java', 'fileline': 1645, 'depth': 15}, {'function': 'java.awt.Container.dispatchEventImpl', 'file': 'Container.java', 'fileline': 1019, 'depth': 16}, {'function': 'java.awt.Window.dispatchEventImpl', 'file': 'Window.java', 'fileline': 714, 'depth': 17}, {'function': 'java.awt.Component.dispatchEvent', 'file': 'Component.java', 'fileline': 2289, 'depth': 18}, {'function': 'java.awt.EventQueue.dispatchEvent', 'file': 'EventQueue.java', 'fileline': 258, 'depth': 19}, {'function': 'java.awt.EventDispatchThread.run', 'file': 'EventDispatchThread.java', 'fileline': 68, 'depth': 20}], 'nested': []}]", nullpointerexception, nullpointerexception,,,,
